Auteur,Degré,Clustering,Centralité Intermédiarité,Excentricité,Domaine_Dominant
R. Hertenberger,1.5,0.0,3.9619010294700274e-07,5.0,Stats & ML
Antara R. Basu-Zych,0.5,0.0,0.0,5.0,Informatique (Autre)
Neil J. Cook,11.5,0.0425120772946859,6.269852292462019e-06,5.0,Informatique (Autre)
H. Hamdaoui,1.0,0.0,3.7766476168599183e-08,5.0,Physique (Autre)
Riccardo Catena,1.5,0.0666666666666666,5.487880116561428e-06,5.0,Physique (Autre)
N. Auricchio,1.0,0.0,2.200085873482749e-06,5.0,Machine Learning
G. Blazey,2.0,0.0357142857142857,1.6080598186363204e-07,5.0,Machine Learning
Ema Dimastrogiovanni,0.5,0.0,0.0,5.0,Informatique (Autre)
Richard F. Perrine,10.0,0.0525641025641025,1.8748385173239512e-06,5.0,Informatique (Autre)
Xuanyu Tian,0.5,0.0,0.0,5.0,Machine Learning
Shaohui Liu,0.5,0.0,0.0,5.0,Maths (Autre)
Xiao Pu,0.5,0.0,0.0,5.0,Ingénierie (Signal)
Sergio Pascual,1.0,0.0,1.2449131503444733e-08,5.0,Machine Learning
Tristan Glatard,0.5,0.0,0.0,5.0,Vision par Ordinateur
Shiping Chen,0.5,0.0,0.0,5.0,IA
Yujin Lee,2.0,0.0,2.6240511985520243e-09,5.0,Autre
Edith Law,0.5,0.0,0.0,5.0,Informatique (Autre)
The Simons Observatory Collaboration,3.0,0.0151515151515151,1.547203169138811e-06,5.0,Machine Learning
Esme Sutherland,0.5,0.0,0.0,5.0,Informatique (Autre)
Konrad P Kording,0.5,0.0,0.0,5.0,IA
Christophe Bronner,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
Glenn Hammond,0.5,0.0,0.0,5.0,Maths (Autre)
David R. Leibrandt,1.5,0.0666666666666666,8.231858572571582e-08,5.0,Machine Learning
Krishna Sahithi,0.5,0.0,0.0,5.0,Physique (Autre)
R. M. Harris,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
D. N. Burrows,0.5,0.0,0.0,5.0,Maths (Autre)
Zhen Fang,0.5,0.0,0.0,5.0,Autre
Charlotte Rosalie Reed,3.5,0.0329670329670329,4.313219051255146e-06,5.0,IA
Yuchen Cai,0.5,0.0,0.0,5.0,Machine Learning
Richard Bassom,0.5,0.0,0.0,5.0,Vision par Ordinateur
V. Syropoulos,5.5,0.0303030303030303,4.29246028943453e-06,5.0,Machine Learning
T. Shin,3.0,0.0,5.183668690733612e-06,5.0,Physique (Autre)
Laura Maria Schreiber,0.5,0.0,0.0,5.0,Physique (Autre)
The BABAR Collaboration,0.5,0.0,0.0,5.0,Autre
Chris Buckland,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Simon Aliwell,0.5,0.0,0.0,5.0,Vision par Ordinateur
S. Drew Chojnowski,4.5,0.0392156862745098,5.232421926848474e-07,5.0,Informatique (Autre)
B. Giaccone,0.5,0.0,0.0,5.0,Réseaux de Neurones
David Khachaturov,0.5,0.0,0.0,5.0,Machine Learning
W. -J. Zhang,0.5,0.0,0.0,5.0,Statistiques (Autre)
D. Dixit,0.5,0.0,0.0,5.0,Maths (Autre)
Mohamed A. Haggag,1.5,0.2,0.0,5.0,IA
Mouli Chaudhuri,1.0,0.0,8.013890351321606e-08,5.0,Maths (Autre)
M. Hrabovský,4.5,0.0065359477124183,1.515080271019542e-06,5.0,Machine Learning
Sebastian Furney,11.0,0.0317124735729386,3.060799826926086e-06,5.0,Machine Learning
L. Gráf,2.5,0.0444444444444444,2.3608436094946228e-08,5.0,Machine Learning
Tsukasa Matsushima,0.5,0.0,0.0,5.0,Informatique (Autre)
Weijie Liang,1.5,0.0,7.13655083472986e-07,5.0,Vision par Ordinateur
Christopher Schulte,0.5,0.0,0.0,5.0,Stats & ML
Yixiao Li,1.5,0.2,0.0,5.0,Machine Learning
Miroslav Urbanek,0.5,0.0,0.0,5.0,IA
Jinouwen Zhang,0.5,0.0,0.0,5.0,Informatique (Autre)
Robert L Foote,0.5,0.0,0.0,5.0,Machine Learning
G. von Hippel,0.5,0.0,0.0,5.0,Machine Learning
Kevin Hanna,1.0,0.0,1.94284233145936e-08,5.0,Vision par Ordinateur
Shuaifeng Li,0.5,0.0,0.0,5.0,Autre
L. Tosti,1.5,0.0,8.901110390979738e-07,5.0,Vision par Ordinateur
Alifia Hasan,0.5,0.0,0.0,5.0,Vision par Ordinateur
A. Bonhomme,0.5,0.0,0.0,5.0,Machine Learning
Nicholas Ferraro,0.5,0.0,0.0,5.0,Physique (Astro)
Kosa Goucher-Lambert,0.5,0.0,0.0,5.0,Maths (Autre)
Elizabeth A. Holm,0.5,0.0,0.0,5.0,Physique (Autre)
Jose C. Monteiro,0.5,0.0,0.0,5.0,Machine Learning
Rongqi Hong,0.5,0.0,0.0,5.0,IA
Benny Megidish,0.5,0.0,0.0,5.0,Traitement du Langage
Alejandro Herrera-Trujillo,2.0,0.0,5.062033636704656e-08,5.0,Physique (Autre)
S. Kama,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Antti Huhtala,1.0,0.0,2.273175141453976e-07,5.0,Maths (Autre)
P. Bauer,1.0,0.0,7.685023462045137e-08,5.0,Traitement du Langage
Wing-Kin Ma,0.5,0.0,0.0,5.0,Informatique (Autre)
David Cussans,0.5,0.0,0.0,5.0,Informatique (Autre)
André van Schaik,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Alexander Knetsch,2.0,0.0714285714285714,5.256833333078248e-07,5.0,Vision par Ordinateur
Xiaojiang Chen,0.5,0.0,0.0,5.0,Autre
Arianna Dwomoh,0.5,0.0,0.0,5.0,Physique (Autre)
Nathan F. Lepora,0.5,0.0,0.0,5.0,Traitement du Langage
Miguel Santander-García,0.5,0.0,0.0,5.0,Informatique (Autre)
K. Gusev,0.5,0.0,0.0,5.0,Machine Learning
Mark A. Gurwell,1.5,0.0,8.74551844276539e-08,5.0,Machine Learning
S. Konig,0.5,0.0,0.0,5.0,Maths (Autre)
Celia Chen,0.5,0.0,0.0,5.0,Traitement du Langage
Angela Zhang,2.0,0.0,0.0,5.0,IA
Jiarui Cao,0.5,0.0,0.0,5.0,Vision par Ordinateur
Huiyu Cai,1.5,0.2,0.0,5.0,Machine Learning
Julia Katharina Vogel,1.0,0.1666666666666666,0.0,5.0,IA
Peter Ventzek,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Cristian Cosentino,0.5,0.0,0.0,5.0,Autre
L. Christiansen,0.5,0.0,0.0,5.0,Maths (Autre)
Maria Jose Bustamante-Rosell,0.5,0.0,0.0,5.0,Physique (Autre)
Tarek Akiri,1.0,0.0,0.0,5.0,Traitement du Langage
Ricardo Schiavon,5.0,0.0263157894736842,1.5735815850348445e-06,5.0,Informatique (Autre)
Yubo Gao,0.5,0.0,0.0,5.0,Maths (Autre)
Uzair Javaid,0.5,0.0,0.0,5.0,Maths (Autre)
S. J. Ramsay,0.5,0.0,0.0,5.0,Informatique (Autre)
Thomas Merth,1.0,0.1666666666666666,0.0,5.0,Traitement du Langage
Eero Simoncelli,1.0,0.1666666666666666,0.0,5.0,Physique (Autre)
T. Aniello,2.0,0.0,1.569844556570388e-07,5.0,Vision par Ordinateur
Shota Kisaka,0.5,0.0,0.0,5.0,Vision par Ordinateur
Qianlong Xie,0.5,0.0,0.0,5.0,Autre
Andrew J. Berkley,1.5,0.1333333333333333,3.0942184370275072e-09,5.0,Maths (Autre)
Roy Lan,0.5,0.0,0.0,5.0,Traitement du Langage
R. Kankanyan,1.0,0.0,6.174746403075916e-08,5.0,IA
J. Pujol Teixido,0.5,0.0,0.0,5.0,Vision par Ordinateur
S. Wykes,1.5,0.0,1.9583960408908762e-07,5.0,Physique (Autre)
Juan Cabrera,7.5,0.0160919540229885,6.401435712177772e-06,5.0,Vision par Ordinateur
Gaurav Kumar,1.0,0.0,0.0,5.0,Machine Learning
G. Moment_e,0.5,0.0,0.0,5.0,Informatique (Autre)
S. Prodhan,0.5,0.0,0.0,5.0,Physique (Autre)
R. Torres-Escobedo,1.5,0.0,1.0010508049163036e-06,5.0,Vision par Ordinateur
Koji Nagano,0.5,0.0,0.0,5.0,Machine Learning
Shuqi Mo,0.5,0.0,0.0,5.0,Machine Learning
Jiahao Gu,0.5,0.0,0.0,5.0,Physique (Autre)
Maud Langlois,0.5,0.0,0.0,5.0,Machine Learning
N. R. Khan Chowdhury,0.5,0.0,0.0,5.0,Physique (Autre)
Stefan Preble,0.5,0.0,0.0,5.0,Machine Learning
Gabriele Vedovato,0.5,0.0,0.0,5.0,Physique (Autre)
Brandon Chan,1.0,0.0,0.0,5.0,Informatique (Autre)
Weichong Yin,0.5,0.0,0.0,5.0,Autre
Jared Cathey,0.5,0.0,0.0,5.0,Physique (Autre)
A. Dominguez,2.5,0.0,9.95426034933189e-07,5.0,Informatique (Autre)
Haiyang Yu,3.0,0.1666666666666666,1.6391102519719425e-07,5.0,Physique Quantique
Nancy J. Ringel,10.0,0.0525641025641025,1.8748385173239512e-06,5.0,Informatique (Autre)
Ruizheng Wu,0.5,0.0,0.0,5.0,Traitement du Langage
Magda Kaja,0.5,0.0,0.0,5.0,Maths (Proba)
Corinne Berat,2.5,0.0222222222222222,3.428384047765576e-07,5.0,Physique (Autre)
E. Geza,0.5,0.0,0.0,5.0,Machine Learning
Matthew N. Dailey,0.5,0.0,0.0,5.0,Machine Learning
Jason Rohr,0.5,0.0,0.0,5.0,Machine Learning
He Jia,2.0,0.0,3.7288359067133576e-08,5.0,Machine Learning
David Burns,0.5,0.0,0.0,5.0,Traitement du Langage
Jingyu Li,1.0,0.1666666666666666,0.0,5.0,Autre
Tran Gia Bao Ngo,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Kevin Miao,2.5,0.0222222222222222,7.360144422818848e-07,5.0,Autre
Lukáš Gráf,0.5,0.0,0.0,5.0,Vision par Ordinateur
Jakob Blomer,0.5,0.0,0.0,5.0,Traitement du Langage
R. Thornton,1.5,0.0,2.247965191770617e-08,5.0,Machine Learning
R. Goncalo,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Kristiina Verro,2.0,0.0357142857142857,7.239544430603928e-08,5.0,Informatique (Autre)
N. Bar-Gill,0.5,0.0,0.0,5.0,Stats & ML
K. Bachas,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Alfredo Palasciano,8.0,0.1854838709677419,7.492506597372994e-07,5.0,IA
G. Lindahl,2.0,0.0,1.569844556570388e-07,5.0,Vision par Ordinateur
Peter Izsak,0.5,0.0,0.0,5.0,Traitement du Langage
M. Plagge,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
M. Hofer,1.5,0.0666666666666666,1.0241966386104195e-08,5.0,Maths (Proba)
Jonan Larrañaga,0.5,0.0,0.0,5.0,Physique (Autre)
Sébastien Dacunha,0.5,0.0,0.0,5.0,Maths (Autre)
Ahmed Alaa,0.5,0.0,0.0,5.0,Vision par Ordinateur
Yannis Flet-Berliac,3.0,0.0757575757575757,3.461243522906443e-07,5.0,Traitement du Langage
Ruiyi Zhou,2.0,0.1071428571428571,1.3266937770595176e-08,5.0,Maths (Autre)
Elena Guardo,0.5,0.0,0.0,5.0,Stats & ML
D. M. Vogt,1.5,0.0666666666666666,1.0241966386104195e-08,5.0,Maths (Proba)
Arnaud N'Guessan,1.0,0.0,0.0,5.0,Informatique (Autre)
Changjiu Jiang,1.0,0.0,1.5520431873028429e-07,5.0,Vision par Ordinateur
Atsushi Betto,0.5,0.0,0.0,5.0,Informatique (Autre)
Li Cheng,0.5,0.0,0.0,5.0,Machine Learning
Jessica Cheung,1.0,0.1666666666666666,0.0,5.0,Traitement du Langage
Frank Preiss,0.5,0.0,0.0,5.0,Machine Learning
Graham Cormode,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Hardik Arora,0.5,0.0,0.0,5.0,Machine Learning
L. Buroker,0.5,0.0,0.0,5.0,Physique (Autre)
Huan Song,0.5,0.0,0.0,5.0,Vision par Ordinateur
A. Zanutta,0.5,0.0,0.0,5.0,Machine Learning
Marian Woltmann,2.0,0.1071428571428571,1.0638520109296225e-07,5.0,Machine Learning
Antoine Beauchêne,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
S. De Cecco,1.5,0.0,8.937545317166951e-07,5.0,Machine Learning
Malte Hildebrandt,0.5,0.0,0.0,5.0,Machine Learning
Emilio J. Alfaro,2.0,0.0357142857142857,7.239544430603928e-08,5.0,Informatique (Autre)
J. Gniesmer,3.0,0.0303030303030303,9.402473466479933e-09,5.0,Informatique (Autre)
Aditya Kane,0.5,0.0,0.0,5.0,Machine Learning
Edgar Lemos Cid,2.0,0.0,5.088514285489509e-07,5.0,Physique (Autre)
André Castro Milone,0.5,0.0,0.0,5.0,Maths (Autre)
Poshak Gandhi,2.5,0.0,3.1130726711126044e-05,5.0,Vision par Ordinateur
Rene Walterbos,2.0,0.0357142857142857,4.3499323254536655e-08,5.0,Autre
Mehrab Beikzadeh,0.5,0.0,0.0,5.0,Maths (Autre)
Mitchell C. Hausback,1.0,0.0,3.3648424047072463e-09,5.0,Autre
Guanhua Wang,0.5,0.0,0.0,5.0,Économie
Dale A. Frail,0.5,0.0,0.0,5.0,Informatique (Autre)
Linhui Wu,0.5,0.0,0.0,5.0,Traitement du Langage
Madeline G. Reinecke,2.0,0.1428571428571428,7.113563782468192e-08,5.0,IA
Ch. Weaver,2.5,0.0,1.83074220672097e-07,5.0,Machine Learning
H. Ogren,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
P. Papini,0.5,0.0,0.0,5.0,Physique (Autre)
Heydy Franco-Maldonado,2.0,0.0,5.062033636704656e-08,5.0,Physique (Autre)
Le Xiao,0.5,0.0,0.0,5.0,Statistiques (Autre)
J. R. Maze,0.5,0.0,0.0,5.0,Stats & ML
Roberto V. Maluf,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
Ron Ekers,0.5,0.0,0.0,5.0,IA
Junchen Li,0.5,0.0,0.0,5.0,Autre
Suraj P. Kesavan,0.5,0.0,0.0,5.0,Informatique (Autre)
Chunjie Zhang,0.5,0.0,0.0,5.0,Informatique (Autre)
M. Briggs,1.5,0.0,1.3401614523900209e-05,5.0,IA
J. D. Koralek,0.5,0.0,0.0,5.0,Physique (Autre)
JINGYU TANG,3.5,0.0329670329670329,3.158463073305029e-07,5.0,Informatique (Autre)
Sarthak Kalankar,0.5,0.0,0.0,5.0,Machine Learning
Jonathan King,1.0,0.0,1.8591306627513404e-07,5.0,IA
Mehul Damani,5.0,0.2368421052631578,0.0,5.0,IA
Chris Arridge,0.5,0.0,0.0,5.0,IA
Gero Müller,2.5,0.0222222222222222,3.428384047765576e-07,5.0,Physique (Autre)
Haoyang Liu,2.0,0.1428571428571428,5.10386861662937e-08,5.0,Maths (Autre)
Victor Koh,1.0,0.0,3.556219212441647e-07,5.0,Stats & ML
Curtis Fox,3.0,0.2272727272727272,0.0,5.0,Vision par Ordinateur
Hongzi Cong,0.5,0.0,0.0,5.0,Maths (Autre)
Michael Luo,0.5,0.0,0.0,5.0,Informatique (Autre)
Si-Qi Yu,0.5,0.0,0.0,5.0,Maths (Autre)
D. Gibellieri,1.5,0.0666666666666666,1.0241966386104195e-08,5.0,Maths (Proba)
Santhosh G S,0.5,0.0,0.0,5.0,Informatique (Autre)
Risto Vuorio,1.0,0.0,0.0,5.0,IA
Emre Havazli,0.5,0.0,0.0,5.0,Traitement du Langage
R. Esteve,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
S. Timm,2.0,0.0,1.5978609724243142e-07,5.0,Machine Learning
Jun-bo Zhang,0.5,0.0,0.0,5.0,Traitement du Langage
Y. Yan,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Michael Chung,1.0,0.1666666666666666,0.0,5.0,Traitement du Langage
Sana Elgamal,0.5,0.0,0.0,5.0,Physique (Autre)
Liang Chang,0.5,0.0,0.0,5.0,Machine Learning
Honglin Guo,2.0,0.0714285714285714,8.913394111687013e-08,5.0,Statistiques (Autre)
S. Y. Kim,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Pengfang Qian,0.5,0.0,0.0,5.0,Vision par Ordinateur
Genaro Suarez,2.5,0.0222222222222222,3.48740172739781e-07,5.0,Autre
Joseph Xu,0.5,0.0,0.0,5.0,IA
Hye-Young Paik,0.5,0.0,0.0,5.0,IA
Shaoli Huang,0.5,0.0,0.0,5.0,Machine Learning
Lukáš F. Pašteka,0.5,0.0,0.0,5.0,Vision par Ordinateur
Vladimir Karas,2.0,0.0357142857142857,5.729083568439819e-06,5.0,Autre
Eduardo C. Garrido-Merchán,0.5,0.0,0.0,5.0,Physique (Autre)
Zhenglin Yang,1.0,0.0,0.0,5.0,Robotique
A. Shibata,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Andreas Pfadler,0.5,0.0,0.0,5.0,Machine Learning
Grace Chesmore,3.0,0.0,1.8553055269876493e-06,5.0,Informatique (Autre)
Jaime Alvarez-Muniz,1.0,0.0,2.3577709384881018e-07,5.0,Machine Learning
Clara Löh,1.0,0.0,2.40522322059178e-08,5.0,Machine Learning
Haitham Bou Ammar,0.5,0.0,0.0,5.0,Machine Learning
Huipeng Zhou,0.5,0.0,0.0,5.0,Traitement du Langage
C. Ghag,5.0,0.0263157894736842,1.4457026509262505e-06,5.0,Machine Learning
Zedong Zhang,0.5,0.0,0.0,5.0,Physique (Autre)
F. Hauenstein,1.0,0.0,4.0853013416608526e-08,5.0,IA
D. Gallacher,1.0,0.1666666666666666,0.0,5.0,Machine Learning
M. Garcia-Reinaldos,0.5,0.0,0.0,5.0,Informatique (Autre)
Mario R. Casu,0.5,0.0,0.0,5.0,Vision par Ordinateur
Arjun Sabnis,0.5,0.0,0.0,5.0,Maths (Autre)
Joe Hendrix,0.5,0.0,0.0,5.0,Maths (Proba)
Huiting Liu,0.5,0.0,0.0,5.0,Physique (Autre)
Miju Kang,1.5,0.0,3.9463627921065836e-09,5.0,Physique (Autre)
Brian M. Rosen,0.5,0.0,0.0,5.0,IA
W. Chaplin,0.5,0.0,0.0,5.0,Machine Learning
D. Turecek,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Changsheng Shi,0.5,0.0,0.0,5.0,Machine Learning
David Holzmüller,1.0,0.0,0.0,5.0,Machine Learning
P. Ko,4.0,0.0333333333333333,8.249446068475663e-07,5.0,Machine Learning
M. Cárdenas-Montes,1.0,0.0,6.411386266336194e-08,5.0,Machine Learning
Christopher E. B. Waizenegger,2.0,0.2142857142857142,0.0,5.0,Physique (Autre)
Shuchang Xu,0.5,0.0,0.0,5.0,Vision par Ordinateur
C. L. Mooney,2.0,0.0,1.569844556570388e-07,5.0,Vision par Ordinateur
M. Higuchi,1.5,0.0,2.247965191770617e-08,5.0,Machine Learning
Jan Willem van de Meent,0.5,0.0,0.0,5.0,Stats & ML
Bazen G. Teferra,0.5,0.0,0.0,5.0,Économie
S. Del_eglise,0.5,0.0,0.0,5.0,Informatique (Autre)
Kaitlin N. Smith,0.5,0.0,0.0,5.0,Maths (Autre)
M. Richmond,0.5,0.0,0.0,5.0,Physique (Autre)
Thomas Bialas,0.5,0.0,0.0,5.0,Vision par Ordinateur
Guglielmo Faggioli,0.5,0.0,0.0,5.0,Autre
Mikhail Korzinkin,0.5,0.0,0.0,5.0,Physique Quantique
P. González,0.5,0.0,0.0,5.0,Vision par Ordinateur
Yifan Lei,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Fan Nie,2.5,0.1777777777777777,1.1278562084271473e-07,5.0,Vision par Ordinateur
Amr Mostafa,0.5,0.0,0.0,5.0,Réseaux de Neurones
G. Carraro,0.5,0.0,0.0,5.0,Vision par Ordinateur
Zahra Ahmed,0.5,0.0,0.0,5.0,Maths (Autre)
Katya Klinova,0.5,0.0,0.0,5.0,Économie
Andreas J. Dax,0.5,0.0,0.0,5.0,Machine Learning
Xiaoyan Yuan,0.5,0.0,0.0,5.0,Traitement du Langage
Maria Hanna,0.5,0.0,0.0,5.0,Machine Learning
Na He,1.0,0.0,0.0,5.0,Autre
Yongwei Zhao,0.5,0.0,0.0,5.0,Physique (Autre)
Pratik Pranav,0.5,0.0,0.0,5.0,Machine Learning
N. Thyagarajan,1.0,0.0,1.5146008891520072e-08,5.0,IA
Almudena Alonso Herrero,0.5,0.0,0.0,5.0,Autre
Eugenia H. Rho,0.5,0.0,0.0,5.0,Informatique (Autre)
T. Brambach,2.0,0.0,8.924592407311138e-07,5.0,Traitement du Langage
Adrien Briod,0.5,0.0,0.0,5.0,Stats & ML
Nathaniel L. Diamant,1.5,0.2,0.0,5.0,Autre
Rishi R. Paudel,0.5,0.0,0.0,5.0,Machine Learning
Aaron S. Jackson,2.0,0.0,0.0,5.0,IA
Vivek,0.5,0.0,0.0,5.0,Machine Learning
Ishita K Khan,0.5,0.0,0.0,5.0,Traitement du Langage
Jens Buss,0.5,0.0,0.0,5.0,Informatique (Autre)
Qiaoyi Liu,0.5,0.0,0.0,5.0,Informatique (Autre)
Yiqing Li,0.5,0.0,0.0,5.0,Machine Learning
Chris Rorden,1.5,0.0666666666666666,1.7261642426547041e-07,5.0,IA
Jiangchuan Wei,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Ian Hughes,0.5,0.0,0.0,5.0,Machine Learning
Yueqi Song,0.5,0.0,0.0,5.0,Maths (Autre)
G. Igo,0.5,0.0,0.0,5.0,Vision par Ordinateur
Andrey Kuznetsov,0.5,0.0,0.0,5.0,Maths (Autre)
Ian A. Bond,0.5,0.0,0.0,5.0,Informatique (Autre)
Paolo Salucci,3.5,0.0769230769230769,5.294182301440742e-07,5.0,Physique (Autre)
Xin Kang,0.5,0.0,0.0,5.0,Physique (Autre)
T. Loew,2.5,0.0222222222222222,1.7938067742306885e-07,5.0,Machine Learning
Wen-fai Fong,2.5,0.0,3.659688161405938e-07,5.0,Machine Learning
Taylor Knapp,0.5,0.0,0.0,5.0,Autre
Tyler Harp,0.5,0.0,0.0,5.0,Maths (Proba)
Siddhant Dogra,0.5,0.0,0.0,5.0,Traitement du Langage
Min Jung Lee,0.5,0.0,0.0,5.0,Ingénierie (Signal)
Miron Livny,0.5,0.0,0.0,5.0,Traitement du Langage
E. Kemp,7.5,0.025287356321839,1.805822466849349e-05,5.0,Machine Learning
Guanjie Zheng,0.5,0.0,0.0,5.0,Traitement du Langage
E. Kryshen,1.5,0.0666666666666666,1.6305715888620398e-08,5.0,Machine Learning
Weibin Meng,1.0,0.0,8.493366010497996e-08,5.0,Informatique (Autre)
P. Tipton,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Heiko Heilgendorf,0.5,0.0,0.0,5.0,Physique (Autre)
Juanjuan Liu,0.5,0.0,0.0,5.0,Machine Learning
Susana Landau,0.5,0.0,0.0,5.0,Informatique (Autre)
M. Ishitsuka,2.5,0.0222222222222222,5.582038511420251e-07,5.0,Vision par Ordinateur
Juan M. Pino,2.0,0.0357142857142857,2.0367178876767866e-07,5.0,Machine Learning
Marco Baroni,0.5,0.0,0.0,5.0,Traitement du Langage
Parsa Torabian,1.5,0.2,0.0,5.0,Traitement du Langage
Takuya Okubo,0.5,0.0,0.0,5.0,Autre
L. Quinn,5.0,0.0105263157894736,6.517444148812501e-07,5.0,Machine Learning
Rebecca McElroy,0.5,0.0,0.0,5.0,Machine Learning
Hannah Ubler,1.0,0.1666666666666666,0.0,5.0,IA
Marco Pangallo,0.5,0.0,0.0,5.0,Autre
D. Keblbeck,0.5,0.0,0.0,5.0,Machine Learning
A. Borkum,2.5,0.0222222222222222,1.7938067742306885e-07,5.0,Machine Learning
Steven Flammia,0.5,0.0,0.0,5.0,IA
Z. C. Zhou,1.0,0.0,1.1913359188042705e-08,5.0,Vision par Ordinateur
Daniela Köck,1.5,0.0,5.590079013018112e-07,5.0,Traitement du Langage
Paul R. Burd,0.5,0.0,0.0,5.0,Informatique (Autre)
Rongguo Yang,0.5,0.0,0.0,5.0,Physique Quantique
Dirk Timmerman,0.5,0.0,0.0,5.0,Machine Learning
Elspeth K. H. Lee,0.5,0.0,0.0,5.0,IA
Seyeong Cha,0.5,0.0,0.0,5.0,Ingénierie (Signal)
Tomasz Danel,0.5,0.0,0.0,5.0,Traitement du Langage
Armando di Matteo,1.0,0.0,2.3577709384881018e-07,5.0,Machine Learning
Akarsh Srivastava,0.5,0.0,0.0,5.0,Informatique (Autre)
C. R. Haufe,1.0,0.0,1.0079364010096016e-08,5.0,Maths (Autre)
Meng Shen,0.5,0.0,0.0,5.0,Autre
Hyomin Kim,3.0,0.0303030303030303,1.4637306549047937e-06,5.0,Machine Learning
Simon Knuth,0.5,0.0,0.0,5.0,Physique (Autre)
Yuanbo Zhang,0.5,0.0,0.0,5.0,Machine Learning
Joshua Ari Alcid,1.0,0.0,1.1920563203204892e-08,5.0,Machine Learning
Nan Phinney,1.5,0.0666666666666666,3.061368829548883e-07,5.0,Maths (Autre)
W. Q. Shen,0.5,0.0,0.0,5.0,Vision par Ordinateur
Mahdi Najafi,3.0,0.0909090909090909,4.845219336857554e-07,5.0,Physique (Autre)
Tomaso A. Poggio,0.5,0.0,0.0,5.0,Machine Learning
Julien Bodelet,0.5,0.0,0.0,5.0,Maths (Autre)
Toma Toncian,1.0,0.0,1.825542383926404e-08,5.0,Traitement du Langage
Giacomo Boldrini,0.5,0.0,0.0,5.0,Informatique (Autre)
Thomas E. Berger,1.5,0.0,0.0,5.0,Informatique (Autre)
Henrik Knierim,0.5,0.0,0.0,5.0,Autre
Dan Mccammon,1.0,0.0,7.111491413525073e-07,5.0,Informatique (Autre)
Giuliano Giacalone,1.0,0.0,1.48389549536887e-08,5.0,Maths (Autre)
Philippe Amram,0.5,0.0,0.0,5.0,Physique (Astro)
Tyler R. Scott,0.5,0.0,0.0,5.0,Informatique (Autre)
Dongwoo Kim,2.0,0.0357142857142857,6.187594408402219e-06,5.0,Vision par Ordinateur
Daniel M. Zimmerman,0.5,0.0,0.0,5.0,Vision par Ordinateur
Jean-Michel Reess,1.0,0.0,1.8797764766986802e-07,5.0,Autre
John Wu,1.0,0.1666666666666666,0.0,5.0,Machine Learning
D. Masson,3.0,0.0454545454545454,5.9595087975594665e-08,5.0,Machine Learning
P. S. Miyagawa,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Tiansheng Zhou,0.5,0.0,0.0,5.0,Autre
Roula Hourani,0.5,0.0,0.0,5.0,Robotique
S. Yue,1.5,0.0666666666666666,1.0241966386104195e-08,5.0,Maths (Proba)
Phuong Cao,2.0,0.0,6.429370813521018e-08,5.0,Machine Learning
Patricia J. Klima,0.5,0.0,0.0,5.0,Physique (Autre)
S. Suhring,0.5,0.0,0.0,5.0,Machine Learning
H. Schoorlemmer,4.5,0.0065359477124183,5.136620984558249e-06,5.0,Informatique (Autre)
Kaixin Zhu,0.5,0.0,0.0,5.0,Informatique (Autre)
Sho Sonoda,2.0,0.1071428571428571,0.0,5.0,Machine Learning
Peter J. Skabara,0.5,0.0,0.0,5.0,Vision par Ordinateur
Jongyun Song,0.5,0.0,0.0,5.0,Machine Learning
Giada Bargiacchi,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
W. K. Brooks,1.5,0.0,6.8868092739649e-07,5.0,Stats & ML
Peiyu Yu,1.5,0.0666666666666666,1.166365450444573e-06,5.0,Maths (Autre)
Tobias J. Sparmann,0.5,0.0,0.0,5.0,Machine Learning
M. K. Smith,0.5,0.0,0.0,5.0,Autre
Paul Barton,1.5,0.0,6.221478798806859e-08,5.0,Informatique (Autre)
E. Avdeeva,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
Cameron Boyd Rulten,0.5,0.0,0.0,5.0,Informatique (Autre)
